"state","country","browser","device"
"NJ","US","Safari","mobile"
"NJ","US","Safari","mobile"
"MA","US","Chrome",
"NY","US","Chrome",
"VA","US",,
"MA","US","Chrome",
"MI","US","Chrome","mobile"
"MA","US","Chrome",
"GA","US","IE","mobile"
"BJ","CN",,
"MA","US","Chrome",
"MA","US","Chrome",
"NY","US","Chrome",
,"US",,
"CA","US","Chrome","mobile"
"MA","US","Chrome",
,"US","IE",
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US","Chrome",
"IL","US",,
"IL","US",,
"NY","US","Mobile Safari","tablet"
"CA","US","Chrome",
"MA","US","Chrome",
"CA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MI","US","Safari",
"WA","US",,
"MI","US","Safari","mobile"
"CA","US","Chrome",
"MI","US","Safari","mobile"
"MA","US","Chrome",
,"US",,
"WA","US",,
,"US","Chrome","mobile"
"MI","US","Safari",
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"WA","US",,
"LA","US","Chrome",
"IL","US",,
"IL","US",,
,"KW","Mozilla","mobile"
"LA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
,"US",,
"TX","US",,
,"US",,
"WA","US",,
,"US","IE","mobile"
"MA","US","Chrome",
"CA","US","Chrome","mobile"
"WA","US",,
"MA","US","Chrome",
"VA","US",,
"VA","US",,
"IL","US",,
,"KW","Mozilla",
"MA","US","Chrome",
"MA","US","Chrome",
"MI","US","Android Browser","tablet"
,"US","Chrome",
,"KW","Mozilla","mobile"
"IL","US","IE",
"IL","US",,
"OH","US","Chrome","mobile"
"VA","US",,
"WA","US",,
"MA","US","Chrome",
"IL","US",,
"IL","US",,
"MA","US","Chrome",
"OH","US","Chrome","mobile"
"22","BG","Safari",
"WA","US",,
"CA","US","Chrome","mobile"
"OH","US","Chrome","mobile"
"WA","US",,
"WA","US",,
"MA","US","Chrome",
"WA","US",,
"CA","US","Chrome","mobile"
"WA","US",,
"WA","US",,
,"CA","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
,"CA","Chrome","mobile"
"WA","US",,
,"CA","Chrome","mobile"
"MA","US","Chrome",
"OH","US","Chrome",
,"CA","Chrome",
"WA","US",,
"WA","US",,
"TX","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
,"US","Mobile Safari","mobile"
"CA","US","Chrome","mobile"
"WA","US",,
"NY","US","IE",
"SC","US","Chrome",
"WA","US",,
"WA","US",,
"CA","US","Chrome","mobile"
"NY","US","IE","mobile"
"NY","US","IE",
"SC","US","Chrome","mobile"
"VA","US","Chrome",
"NY","US","IE",
"NY","US","IE","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"VA","US","Chrome","mobile"
"SC","US","Chrome","mobile"
"NY","US","IE","mobile"
,"US","Samsung Browser","mobile"
"TX","US","Chrome",
"MA","US","Chrome",
,"ZA","Opera",
"VA","US","Chrome",
"22","BG","Safari",
"TX","US","Chrome","mobile"
"DC","US","IE",
"SC","US","Chrome","mobile"
"VA","US","Chrome",
"CA","US","Chrome",
"MS","US","Mobile Safari","tablet"
"NJ","US","Chrome","mobile"
"MA","US","Chrome",
"IN","US","IE",
,"US","Samsung Browser","mobile"
,"FR",,
"MA","US","Chrome",
"IN","US","IE","mobile"
"WA","US",,
"WA","US",,
"IN","US","IE",
"BJ","CN","Mozilla",
"TX","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"VA","US",,
,"US","Samsung Browser","mobile"
"IL","US",,
"FL","US","Mozilla",
"FL","US","Mozilla","mobile"
"IL","US",,
"KY","US","IE",
"MA","US","Chrome",
"FL","US","Mozilla","mobile"
"MS","US","Mobile Safari","tablet"
"MA","US","Chrome",
"FL","US","Mozilla",
"WA","US",,
"CA","US","Chrome",
"IL","US",,
"WA","US",,
"IN","US","IE","mobile"
"CA","US","Chrome","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"IL","US",,
"IN","US","IE",
"GA","US",,
"IL","US",,
"WA","US",,
"MA","US","Chrome",
"WA","US",,
"MA","US","Chrome",
"TX","US","Chrome","mobile"
,"US","Safari",
"WA","US",,
"WA","US",,
"MA","US","Chrome",
,"US","Safari",
"MN","US","Chrome",
,"DE",,
"TX","US",,
"WA","US",,
"CA","US",,
"PA","US","Chrome",
"PA","US","Chrome","mobile"
"MA","US","Chrome",
"CA","US","Chrome",
"PA","US","Chrome",
"MA","US","Chrome",
"WA","US",,
"CA","US","IE",
"MA","US","Chrome",
"PA","US","Chrome",
"MA","US","Chrome",
"NJ","US","Chrome",
"WA","US",,
"NJ","US","Chrome",
"WA","US",,
,"US",,
"MA","US","Chrome",
,"US","Android Browser","mobile"
"IL","US",,
"IL","US",,
"MA","US","Chrome",
"MA","US","Chrome",
,,"Mozilla","mobile"
"DC","US","IE","mobile"
"DC","US","IE",
"CA","US","Safari",
"CA","US","Safari",
"L","IE",,
"IL","US","Safari",
"MA","US","Chrome",
"MA","US","Chrome",
"IL","US","Safari","mobile"
"CA","US","Chrome",
,,"Mozilla","mobile"
"MA","US","Chrome",
,"US","IE","mobile"
"CA","US","Chrome","mobile"
"CA","US","Chrome",
"IL","US",,
"MA","US","Chrome",
"VA","US","Safari",
,"US","IE","mobile"
"MA","US","Chrome",
"IL","US","Chrome",
,,"Mozilla","mobile"
"MA","US","Chrome",
"IL","US",,
"IL","US",,
"IL","US",,
"BJ","CN","Baidu",
"IL","US","Chrome","mobile"
"IL","US","Chrome","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"IL","US","Chrome",
"MI","US","Android Browser","mobile"
"IL","US","Chrome",
"IL","US","Chrome",
"WA","US",,
"MA","US","Chrome",
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"BJ","CN","Baidu",
,"US",,
,"NL",,
"CA","US","Chrome","mobile"
"TX","US","Mobile Safari","tablet"
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US","Chrome",
"WA","US",,
"MA","US","Chrome",
"CA","US","Chrome",
"DC","US","IE","mobile"
"CA","US","Chrome","mobile"
"TX","US","Mobile Safari","tablet"
"WA","US",,
"MA","US","Chrome",
"VA","US","Mozilla",
"MA","US","Chrome",
"DC","US","IE","mobile"
"WA","US",,
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"WY","US","Mobile Safari","mobile"
"TX","US","Mobile Safari","tablet"
"WY","US","Mobile Safari","mobile"
"WA","US",,
"WA","US",,
"MA","US","Chrome",
"NJ","US","IE","mobile"
"CA","US","IE",
"IL","US","Mobile Safari","mobile"
"BJ","CN",,
"MA","US","Chrome",
,"US",,
,"US",,
"MA","US","Chrome",
"NJ","US","IE",
"CA","US","Chrome","mobile"
"MI","US","Chrome",
"IL","US",,
"IL","US",,
"MI","US","Chrome","mobile"
"MA","US","Chrome",
,"FR",,
"MI","US","Chrome",
"MI","US","Chrome","mobile"
"WA","US",,
"IL","US","IE",
"IL","US","IE","mobile"
"VA","US",,
"OK","US","Chrome",
"OK","US","Chrome",
"WA","US",,
"IL","US","IE","mobile"
,"US","IE",
"IL","US","IE",
"OK","US","Chrome",
"CA","US",,
"OK","US","Chrome","mobile"
"CA","US","Chrome","mobile"
"MA","US","Chrome",
"IL","US","IE","mobile"
,"US","IE","mobile"
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US",,"mobile"
"L","IE",,
,"US",,
"WA","US",,
"AZ","US","IE",
"MA","US","Chrome",
"MA","US","Chrome",
"VA","US",,
"BJ","CN",,
"CA","US","Chrome","mobile"
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US",,
"AZ","US","IE",
"MI","US","Chrome",
"CA","US","Safari",
"MA","US","Chrome",
"WA","US",,
"AZ","US","IE","mobile"
"MA","US","Chrome",
"WA","US",,
"NJ","US","Chrome","mobile"
"IL","US",,
"NJ","US","Chrome",
"WA","US",,
"WA","US",,
"NJ","US","Chrome","mobile"
"BJ","CN","Baidu",
,"US",,
"MA","US","Chrome","mobile"
"WY","US","Mobile Safari","mobile"
"MA","US","Chrome",
,"US",,
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"TX","US","Chrome",
"32","IT",,
"VA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"IL","US",,
"CA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"TX","US","Chrome","mobile"
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"IL","US",,
"AB","CA","IE",
"NJ","US","IE",
"BJ","CN","Baidu",
,"US",,
"WA","US",,
"MA","US","Chrome",
"NJ","US","IE",
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"TX","US","Chrome",
"AB","CA","IE","mobile"
,"ZA","Opera",
,"ZA","Opera",
"MA","US","Chrome",
"CA","US","Chrome","mobile"
,"DE",,
"WA","US",,
,"NL",,
"MA","US","Chrome",
,"US",,
"BJ","CN","Baidu",
"MA","US","Chrome",
"BJ","CN",,
"MA","US","Chrome",
"MA","US","Chrome",
,"US",,
"IL","US",,
"IL","US",,
"CA","US","Chrome","mobile"
"MO","US","IE",
"OH","US","Silk",
"WA","US",,
"NY","US","Chrome",
"MA","US","Chrome",
"VA","US",,
"NC","US",,
"MI","US","IE","mobile"
"WA","US",,
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MI","US","IE","mobile"
"MI","US","IE",
"AB","CA","IE",
"MI","US","IE",
"MA","US","Chrome",
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"UT","US","IE",
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"OH","US","Chrome","mobile"
"MA","US","Chrome",
"UT","US","IE","mobile"
"CA","US","Chrome","mobile"
"AB","CA","IE","mobile"
"AB","CA","IE",
"OH","US","Chrome",
"MA","US","Chrome",
"IL","US",,
"OH","US","Chrome","mobile"
"AB","CA","IE","mobile"
"WA","US",,
"VA","US",,
"CA","US","Chrome","mobile"
"CA","US","Chrome",
"IN","US","IE","mobile"
"MA","US","Chrome",
,"US",,
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"VA","US","Mozilla",
"LI","BJ","Chrome","mobile"
"IN","US","IE","mobile"
"CA","US","Chrome",
"PA","US","Chrome",
"CA","US","Chrome","mobile"
"MA","US","Chrome",
"CA","US","Chrome","mobile"
"IL","US",,
"PA","US","Chrome","mobile"
"IL","US",,
"CA","US","Chrome",
"VA","US","Mozilla","mobile"
"VA","US","Mozilla","mobile"
"PA","US","Chrome","mobile"
"CA","US","Chrome",
"WA","US",,
,"US",,
"WA","US",,
"PA","US","Chrome","mobile"
"BJ","CN","Baidu",
"CA","US","Chrome",
,"US",,
"CA","US","IE",
,"US",,
"BJ","CN","Baidu",
"MA","US","Chrome",
"FL","US","Chrome",
"MA","US","Chrome",
"TN","US","GSA","mobile"
"IL","US",,
"WA","US",,
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US","Chrome","mobile"
"WA","US",,
"MA","US","Chrome",
"FL","US","IE",
,"US","Chrome",
"WA","US",,
"FL","US","IE","mobile"
"FL","US","IE","mobile"
"IA","US","IE",
,"US","Chrome","mobile"
,"US",,
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"FL","US","IE",
"22","BG","Safari",
"MA","US","Chrome",
"VA","US","Mozilla",
"MA","US","Chrome",
"BJ","CN","Baidu",
"AB","CA","IE",
"TX","US","Mozilla",
"NJ","US","IE","mobile"
"NJ","US","IE","mobile"
"IL","US",,
"MA","US","Chrome",
,"US",,
"IL","US",,
"AB","CA","IE",
"MA","US","Chrome",
"IA","US","IE","mobile"
,"US",,
"MA","US","Chrome",
"MA","US","Chrome",
"IA","US","IE","mobile"
"IA","US","IE","mobile"
,"CN","Android Browser","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"IA","US","IE","mobile"
"NY","US","IE",
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US","IE",
"NY","US","IE",
"CA","US","IE",
"MA","US","Chrome",
"NY","US","IE","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"PA","US",,
"PA","US",,
"AL","US","IE",
"IL","US","Chrome",
"MA","US","Chrome",
"OK","US","Mobile Safari","mobile"
"VA","US","Chrome",
"AL","US","IE","mobile"
"CA","US","Android Browser","mobile"
"AL","US","IE","mobile"
"MA","US","Chrome",
"IL","US",,
"WA","US",,
"IL","US",,
"TX","US","Iron",
"MA","US","Chrome",
"TN","US","GSA","mobile"
"MA","US","Chrome",
"IA","US","IE",
"IA","US","IE",
,"US",,
"IA","US","IE",
"TX","US","Iron","mobile"
"TN","US","GSA","mobile"
,"US",,
"TX","US","Iron","mobile"
"WA","US","Safari",
"TX","US","Iron",
"TX","US","Iron",
"WA","US","Safari","mobile"
"WA","US","Safari",
"TN","US","GSA","mobile"
"GA","US",,
"WA","US","Safari","mobile"
"MA","US","Chrome",
"WA","US","Safari","mobile"
"MD","US","Mobile Safari","mobile"
"TX","US","Iron","mobile"
"MA","US","Chrome",
,"US","Samsung Browser","mobile"
,"US",,
,"US",,
"OR","US",,
"VA","US",,
"MA","US","Chrome",
"TN","US","GSA","mobile"
"BJ","CN",,
"AZ","US",,
"TN","US","GSA","mobile"
"MA","US","Chrome",
"DC","US","Chrome","tablet"
"WA","US",,
,"US",,
"MA","US","Chrome",
"VA","US","Safari",
"IL","US",,
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
,"US",,
,"US","Mozilla",
"SC","US","Mobile Safari","tablet"
"SC","US","Mobile Safari","tablet"
"IL","US",,
"IL","US",,
"MA","US","Chrome",
,"US","Mozilla","mobile"
,"US","Mozilla","mobile"
"MA","US","Chrome",
"WA","US",,
"BJ","CN","Mozilla",
"MI","US","Chrome","mobile"
"IL","US",,
"MA","US","Chrome",
"GA","US",,
"IL","US",,
"WA","US",,
"VA","US",,
"MA","US","Chrome",
"TN","US","GSA","mobile"
"CA","US","Chrome",
"MI","US","Chrome","mobile"
"TN","US","GSA","mobile"
"IL","US",,
"MA","US","Chrome",
"CA","US","Chrome","mobile"
"TN","US","GSA","mobile"
"MA","US","Chrome",
,"ZA","Opera",
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US","Chrome","mobile"
"IL","US",,
"IL","US",,
"VA","US","Chrome","mobile"
"VA","US","Chrome",
"IL","US",,
,"US",,
"VA","US","Chrome","mobile"
"MA","US","Chrome",
"VA","US","Chrome","mobile"
,"US",,
"VA","US","Chrome",
"WA","US",,
"WA","US",,
"WA","US",,
"BJ","CN",,
,"US",,
"BJ","CN","Baidu",
"WA","US",,
,"US",,
"WA","US",,
,"US",,
,"DE","Mozilla",
"MA","US","Chrome",
"MO","US","IE","mobile"
,"US",,
"BJ","CN","Baidu",
"MO","US","IE",
,"US",,
"TN","US","GSA","mobile"
"MA","US","Chrome",
"TN","US","GSA","mobile"
"MN","US","IE",
"MA","US","Chrome",
,"US","Chromium",
"VA","US",,
,"US","Chromium",
"WA","US",,
,"US",,
,"US","Chromium",
"MA","US","Chrome",
"WI","US","IE","mobile"
"VA","US",,
,"US","Chromium","mobile"
,"US","Chromium",
,"US",,
,"US","IE","mobile"
"WA","US",,
"MD","US","IE",
,"US","Chromium","mobile"
,"US","IE",
,"US","Chromium",
,"US","Mobile Safari","mobile"
,"US","Chromium",
"VA","US",,
"OR","US","Chrome",
"VA","US",,
"MA","US","Chrome",
,"US",,
"WA","US",,
,"US",,
"OH","US","Chrome",
"NC","US","IE",
"PA","US","Chrome",
"OH","US","Chrome",
"CA","US","Android Browser","mobile"
"MA","US","Chrome",
"WA","US",,
"MD","US","IE","mobile"
"NJ","US","Chrome",
"WA","US",,
"NC","US","IE",
"GA","US","IE",
"PA","US","Chrome","mobile"
"PA","US","Chrome",
,"US","Safari",
"MA","US","Chrome",
"PA","US","Chrome","mobile"
"PA","US","Chrome",
"NC","US","IE","mobile"
,"US","Safari","mobile"
,"US",,
,"US","slim",
"MA","US","Chrome",
,"US","IE",
"WA","US",,
"PA","US","Chrome","mobile"
"WA","US",,
"WA","US",,
"NC","US","IE","mobile"
"TN","US","GSA","mobile"
"WA","US",,
"IL","US",,
"VA","US",,"mobile"
"TX","US",,
"TX","US",,
,"US","IE",
"TX","US",,
"TX","US",,
"TX","US",,
"TX","US",,
"TX","US",,
"TX","US",,
"VA","US",,"mobile"
"TX","US",,
"MA","US","Chrome",
"WA","US",,
"IL","US",,
"MA","US","Chrome",
,"US","IE","mobile"
"IL","US","Facebook","mobile"
,"US","Chrome","tablet"
"MA","US","Chrome",
,"US",,
"IL","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"NJ","US","Chrome",
"IL","US",,
"MI","US","IE",
"TX","US","Samsung Browser","mobile"
"MA","US","Chrome",
"MI","US","IE","mobile"
"MA","US","Chrome",
"NJ","US","IE",
"NJ","US","IE",
"VA","US",,"mobile"
"BJ","CN",,
,"US",,
"TN","US","GSA","mobile"
"WA","US",,
"WA","US",,
"WA","US",,
"MA","US","Chrome",
"TN","US","GSA","mobile"
"MI","US","IE",
"WA","US",,
"WA","US",,
"CA","US","Chrome",
"MI","US","IE",
"UT","US","Chrome",
"IL","US",,
,"US",,
"MA","US","Chrome",
"MA","US","Chrome",
,"US","Chrome","mobile"
"IL","US",,
,"US",,
"WA","US",,
"UT","US","Chrome",
"MS","US","IE",
"MS","US","IE","mobile"
"WA","US",,
"MS","US","IE","mobile"
"MS","US","IE","mobile"
"NJ","US",,
"IL","US",,
"TN","US","GSA","mobile"
"NY","US","Mobile Safari","tablet"
"TN","US","GSA","mobile"
"UT","US","Chrome",
"IL","US",,
"IL","US",,
"TX","US","Iron",
"UT","US","Chrome",
"IL","US",,
"MA","US","Chrome",
"IL","US",,
,"US",,
"MA","US","Chrome",
"TN","US","GSA","mobile"
"ON","CA","Mozilla",
"MS","US","IE",
"TN","US","GSA","mobile"
"MA","US","Chrome",
"MN","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"NY","US","Mobile Safari","tablet"
"NC","US","Mozilla",
"MA","US","Chrome",
,"US","Chrome","tablet"
"BJ","CN","Baidu",
"WA","US",,
"FL","US","Chrome",
"IL","US",,
"TX","US","Chrome",
"OH","US","Safari",
"OH","US","Safari",
"OH","US","Safari","mobile"
"OH","US","Safari",
"TX","US",,
"TX","US",,
"WA","US",,
"TX","US",,
,"DE","Mozilla",
"WI","US","Chrome",
"OH","US","Safari",
"OH","US","Safari",
,"US",,
"TX","US","Android Browser","mobile"
"MA","US","Chrome",
"WI","US","Chrome","mobile"
"OH","US","Safari",
"OH","US","Safari",
"OH","US","Safari",
"WI","US","Chrome","mobile"
"WI","US","Chrome",
"MA","US","Chrome",
"BJ","CN",,
"WA","US",,
"MA","US","Chrome",
"IL","US","IE",
"BJ","CN","Baidu",
"IL","US",,
"MA","US","Chrome",
"WA","US",,
"MI","US","Samsung Browser","mobile"
"WA","US",,
"CA","US","IE",
"CA","US","IE",
"HI","US","Chrome",
"IL","US",,
"MA","US","Chrome",
"MI","US","Chrome","mobile"
"MI","US","Chrome",
"WI","US","IE",
"MI","US","Chrome","mobile"
"FL","US","IE",
,"US",,
,"US",,
"FL","US","IE",
"OH","US","Mozilla",
"IL","US",,
"NC","US","Mozilla",
"FL","US","IE",
"WA","US",,
"MA","US","Chrome",
"NC","US","Mozilla","mobile"
,"US","Chrome","mobile"
"OH","US","Mozilla","mobile"
"MA","US","Chrome",
"MN","US","IE",
"MA","US","Chrome",
"GA","US",,
"22","BG","Safari",
,"US",,
"FL","US","IE",
"FL","US","IE",
"FL","US","IE","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"HI","US","Chrome",
"FL","US","IE",
"NJ","US","Chrome","mobile"
"BJ","CN","Baidu",
"MN","US","IE",
"NJ","US","Chrome",
"WI","US","WebKit","tablet"
"WI","US","WebKit","tablet"
"MA","US","Chrome",
"WA","US",,
,"US","IE",
"MA","US","Chrome",
"MN","US","IE","mobile"
"IL","US",,
"TN","US","GSA","mobile"
"NJ","US","Mobile Safari","tablet"
"IL","US",,
"MA","US","Chrome",
"CA","US","Chrome",
"IL","US",,
"VA","US",,
"GA","US","Android Browser","mobile"
,"US","IE","mobile"
,"US","IE",
,"US","IE",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"TN","US","GSA","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
,"US","Mobile Safari","mobile"
"WA","US",,
"WA","US",,
"9","AT",,
"MO","US","IE","mobile"
"MO","US","IE","mobile"
"OH","US","Safari",
"WA","US",,
"VA","US","Mozilla",
,"FR",,
"MA","US","Chrome",
"VA","US","Mozilla",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"WA","US",,
"VA","US","Mozilla",
"VA","US","Mozilla",
"MA","US","Chrome",
"MO","US","IE",
"NC","US","Mozilla",
"MA","US","Chrome",
,"US","IE",
"TN","US","GSA","mobile"
,"US","IE","mobile"
"TN","US","GSA","mobile"
"MA","US","Chrome",
"IL","US",,
"GA","US","IE",
"WA","US",,
"IL","US",,
"TN","US","GSA","mobile"
"BJ","CN","Chrome","mobile"
,"US","Mozilla",
"FL","US","IE",
"MA","US","Chrome",
"FL","US","IE",
,"US","Mozilla",
,"FR",,
"IL","US",,
"FL","US","IE",
"WA","US",,
"MA","US","Chrome",
,"US",,
"MA","US","Chrome",
,"US",,
,"RU",,
"IL","US",,
"VA","US",,
"NY","US","IE",
"MA","US","Chrome",
,"US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
,"US",,
"WA","US",,
"WA","US",,
,"US",,
"WA","US",,
"VA","US","IE","mobile"
"VA","US","IE",
"MA","US","Chrome",
"OH","US","Android Browser",
"VA","US","IE",
"TX","US",,
"MA","US","Chrome",
,"KW","Mozilla","mobile"
"TX","US",,
"WA","US",,
,"KW","Mozilla","mobile"
"MA","US","Chrome",
,"FR","Safari",
"TN","US","GSA","mobile"
,"SE","PhantomJS",
,"US",,
"TN","US","GSA","mobile"
"WA","US",,
,"SE","PhantomJS",
"VA","US","IE","mobile"
"VA","US",,
,"SE","PhantomJS",
,"US","Chrome",
"VA","US","IE",
"AZ","US","IE",
"VA","US","IE",
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US","Mozilla","mobile"
"CA","US","Mozilla","mobile"
"MI","US","Chrome",
"NC","US","Mozilla","mobile"
,"US","Chrome","mobile"
,"US","Chrome",
"CA","US","Chrome",
,"US","Chrome","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"WA","US",,
,"US","Chrome","mobile"
"MA","US","Chrome",
"TX","US","Chrome",
"NY","US","Android Browser","mobile"
"WA","US",,
"IL","US",,
,"DE","Mozilla",
"IL","US",,
"MA","US","Chrome",
,"US",,
"FL","US","Chrome","mobile"
"FL","US","Chrome","mobile"
"NJ","US","Puffin",
,"US",,
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","Chrome",
"NY","US","Android Browser","mobile"
"IL","US",,
"TN","US","GSA","mobile"
"MA","US","Chrome",
,"US","Chrome","mobile"
"TX","US","Chrome","mobile"
"AZ","US","IE","mobile"
"NY","US","Chrome",
"AZ","US","IE","mobile"
,"US",,
"LI","BJ","Chrome",
"TX","US","Chrome",
"OH","US","WebKit","tablet"
"MA","US","Chrome",
"WA","US",,
"IL","US","Chrome",
"NJ","US","IE",
"NJ","US","IE",
"MA","US","Chrome",
"MA","US","Chrome",
"TX","US","Chrome","mobile"
"VA","US","Facebook","mobile"
"MA","US","Chrome",
,"US","Chrome",
,"US","IE","mobile"
"AZ","US","IE",
,"US","IE",
"AZ","US","IE","mobile"
"TX","US","Chrome",
"CA","US",,
"TN","US","GSA","mobile"
"MA","US","Chrome",
"NY","US","Chrome",
"MA","US","Chrome",
,"US","Chrome",
"VA","US","Facebook","mobile"
"MA","US","Chrome",
,"US","Mozilla",
"TN","US","GSA","mobile"
"MA","US","Chrome",
"NJ","US","IE","mobile"
"TN","US","GSA","mobile"
"WA","US",,
"UT","US","IE",
"IL","US",,
"TN","US","GSA","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"NJ","US","IE",
"MA","US","Chrome",
"CA","US","Chrome",
"MA","US","Chrome",
"IL","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"IL","US",,
"WA","US",,
"WA","US",,
"OH","US","IE","mobile"
"MA","US","Chrome",
"BJ","CN",,
,"KW","Mozilla","mobile"
"NJ","US","Android Browser","tablet"
"FL","US","Mobile Safari","tablet"
,"KW","Mozilla","mobile"
"SC","US","IE",
"MA","US","Chrome",
"VA","US","WebKit","mobile"
"TN","US","GSA","mobile"
,"US",,
"MA","US","Chrome",
"MA","US","Chrome",
"CA","US","Chrome","mobile"
"TX","US","Chrome",
"TN","US","GSA","mobile"
"SC","US","Mozilla",
"OK","US","Facebook","tablet"
"VA","US",,
"TN","US","GSA","mobile"
"MA","US","Chrome",
,"US",,
"OH","US","Safari",
"IL","US",,
"CA","US","Chrome",
"BJ","CN",,
"MA","US","Chrome",
"NY","US","Mobile Safari","tablet"
"MA","US","Chrome",
"MA","US","Chrome",
"MA","US","IE","mobile"
"TN","US","GSA","mobile"
"TX","US","Chrome",
"NY","US","Mobile Safari","tablet"
"WA","US",,
"TX","US","Chrome","mobile"
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"TN","US","GSA","mobile"
"TN","US","GSA","mobile"
"MA","US","Chrome",
"TX","US","Chrome",
"GA","US","Chrome",
"IL","US",,
"TN","US","GSA","mobile"
"BJ","CN",,
"TN","US","GSA","mobile"
,"US",,
,"US",,
"NC","US","IE",
"MA","US","Chrome",
,"US",,
"TN","US","GSA","mobile"
"SC","US","Mozilla",
,"US","Mobile Safari","mobile"
"MI","US","Chrome",
"WA","US",,
"IA","US","Safari",
"GA","US","Chrome",
"NY","US","Mobile Safari","tablet"
"TN","US","GSA","mobile"
"L","IE",,
"GA","US",,
"IA","US","Safari","mobile"
,"US",,
"NY","US","Mobile Safari","tablet"
"GA","US",,
"WA","US",,
"MA","US","Chrome",
"MA","US","Chrome",
"WA","US",,
"VA","US","Safari","mobile"
"IL","US",,
"NJ","US","IE",
"TN","US","GSA","mobile"
"TN","US","GSA","mobile"
"IA","US","Safari",
"WA","US",,
"NJ","US","IE","mobile"
"NJ","US","IE","mobile"
"MA","US","Chrome",
"14","MY",,
"MA","US","Chrome",
,"US",,
"TN","US","GSA","mobile"
"MA","US","Chrome",
"MA","US","Chrome",
"SC","US","Chrome",
"NY","US","Mobile Safari","tablet"
"WA","US",,
"MA","US","Chrome",
"IL","US",,
"IL","US",,
"IL","US",,
"WA","US",,
"WA","US",,
"TN","US","GSA","mobile"
"DC","US","Safari",
"CA","US","Chrome","mobile"
"MA","US","Chrome",
,"US",,
"TN","US","GSA","mobile"
